[1.e+08 1.e-44]
[8.58711341e+07 3.50705343e-48]
[8.58711341e+07 3.50705343e-48]
[8.58711341e+07 3.50705343e-48]
[8.58711341e+07 3.50705343e-48]
[8.58711341e+07 3.50705343e-48]
[8.63596394e+07 3.43738017e-48]
[8.63596394e+07 3.43738017e-48]
[8.63596394e+07 3.43738017e-48]
[8.63596394e+07 3.43738017e-48]
[8.63596394e+07 3.43738017e-48]
[8.63596394e+07 3.43738017e-48]
[8.63596394e+07 3.43738017e-48]
[8.88564597e+07 3.62653317e-48]
[8.88564597e+07 3.62653317e-48]
[8.88564597e+07 3.62653317e-48]
[8.57388844e+07 3.56464001e-48]
[8.57388844e+07 3.56464001e-48]
[8.54759639e+07 3.48293243e-48]
[8.54759639e+07 3.48293243e-48]
[8.54759639e+07 3.48293243e-48]
[8.54759639e+07 3.48293243e-48]
[8.54759639e+07 3.48293243e-48]
[8.54252238e+07 3.40101430e-48]
[8.54252238e+07 3.40101430e-48]
[8.54252238e+07 3.40101430e-48]
[8.54252238e+07 3.40101430e-48]
[8.54252238e+07 3.40101430e-48]
[8.54252238e+07 3.40101430e-48]
[8.54252238e+07 3.40101430e-48]
[8.54252238e+07 3.40101430e-48]
[8.54252238e+07 3.40101430e-48]
[8.54252238e+07 3.40101430e-48]
[8.54252238e+07 3.40101430e-48]
[8.54252238e+07 3.40101430e-48]
[8.54252238e+07 3.40101430e-48]
[8.54252238e+07 3.40101430e-48]
[8.54252238e+07 3.40101430e-48]
[8.54252238e+07 3.40101430e-48]
[8.54252238e+07 3.40101430e-48]
[8.54252238e+07 3.40101430e-48]
[8.54252238e+07 3.40101430e-48]
[8.54252238e+07 3.40101430e-48]
[8.54252238e+07 3.40101430e-48]
[8.54252238e+07 3.40101430e-48]
[8.54252238e+07 3.40101430e-48]
[8.54252238e+07 3.40101430e-48]
[8.54252238e+07 3.40101430e-48]
[8.54252238e+07 3.40101430e-48]
[8.54252238e+07 3.40101430e-48]
[8.54252238e+07 3.40101430e-48]
[8.54252238e+07 3.40101430e-48]
[8.60127648e+07 3.52121233e-48]
[8.60127648e+07 3.52121233e-48]
[8.60127648e+07 3.52121233e-48]
[8.60127648e+07 3.52121233e-48]
[8.60127648e+07 3.52121233e-48]
[8.60127648e+07 3.52121233e-48]
[8.60127648e+07 3.52121233e-48]
[8.60127648e+07 3.52121233e-48]
[8.81856693e+07 3.54889204e-48]
[8.81856693e+07 3.54889204e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.89060312e+07 3.60327209e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.88547731e+07 3.54551065e-48]
[8.77508957e+07 3.52323546e-48]
[8.77508957e+07 3.52323546e-48]
[9.15559808e+07 3.67806128e-48]
[9.15559808e+07 3.67806128e-48]
[9.15559808e+07 3.67806128e-48]
[9.15559808e+07 3.67806128e-48]
[9.15559808e+07 3.67806128e-48]
[9.15559808e+07 3.67806128e-48]
[9.15559808e+07 3.67806128e-48]
[9.15559808e+07 3.67806128e-48]
[9.15559808e+07 3.67806128e-48]
[9.15559808e+07 3.67806128e-48]
[9.15559808e+07 3.67806128e-48]
[9.15559808e+07 3.67806128e-48]
[9.15559808e+07 3.67806128e-48]
[9.15559808e+07 3.67806128e-48]
[9.15559808e+07 3.67806128e-48]
[8.95232944e+07 3.58154839e-48]
[8.95232944e+07 3.58154839e-48]
[8.95232944e+07 3.58154839e-48]
[8.95232944e+07 3.58154839e-48]
[8.95232944e+07 3.58154839e-48]
[8.95232944e+07 3.58154839e-48]
[8.95232944e+07 3.58154839e-48]
[8.95232944e+07 3.58154839e-48]
[9.20326862e+07 3.64637330e-48]
[9.20326862e+07 3.64637330e-48]
[9.20326862e+07 3.64637330e-48]
[9.20326862e+07 3.64637330e-48]
[9.20326862e+07 3.64637330e-48]
[9.20326862e+07 3.64637330e-48]
[9.20326862e+07 3.64637330e-48]
[9.20326862e+07 3.64637330e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.10585183e+07 3.61000997e-48]
[9.00847897e+07 3.55194728e-48]
[9.00847897e+07 3.55194728e-48]
[9.00847897e+07 3.55194728e-48]
[9.00847897e+07 3.55194728e-48]
[9.00847897e+07 3.55194728e-48]
[9.00847897e+07 3.55194728e-48]
[9.00847897e+07 3.55194728e-48]
[9.00847897e+07 3.55194728e-48]
[9.00847897e+07 3.55194728e-48]
[9.00847897e+07 3.55194728e-48]
[9.00847897e+07 3.55194728e-48]
[9.00847897e+07 3.55194728e-48]
[9.00847897e+07 3.55194728e-48]
[8.80045429e+07 3.48835940e-48]
[8.80045429e+07 3.48835940e-48]
[8.80045429e+07 3.48835940e-48]
[8.80045429e+07 3.48835940e-48]
[8.80045429e+07 3.48835940e-48]
[8.80045429e+07 3.48835940e-48]
[8.80045429e+07 3.48835940e-48]
[8.80045429e+07 3.48835940e-48]
[8.80045429e+07 3.48835940e-48]
[8.80045429e+07 3.48835940e-48]
[8.80045429e+07 3.48835940e-48]
[8.80045429e+07 3.48835940e-48]
[8.80045429e+07 3.48835940e-48]
[8.80045429e+07 3.48835940e-48]
[8.80045429e+07 3.48835940e-48]
[8.80045429e+07 3.48835940e-48]
[8.80045429e+07 3.48835940e-48]
[8.80045429e+07 3.48835940e-48]
[8.80045429e+07 3.48835940e-48]
[8.80045429e+07 3.48835940e-48]
[8.80045429e+07 3.48835940e-48]
[8.80045429e+07 3.48835940e-48]
[8.80045429e+07 3.48835940e-48]
[8.80045429e+07 3.48835940e-48]
[8.80045429e+07 3.48835940e-48]
[8.80045429e+07 3.48835940e-48]
[8.80045429e+07 3.48835940e-48]
[8.80045429e+07 3.48835940e-48]
[9.15239572e+07 3.70518362e-48]
[9.15239572e+07 3.70518362e-48]
[9.15239572e+07 3.70518362e-48]
[9.15239572e+07 3.70518362e-48]
[9.15239572e+07 3.70518362e-48]
[9.15239572e+07 3.70518362e-48]
[9.15239572e+07 3.70518362e-48]
[9.15239572e+07 3.70518362e-48]
[9.15239572e+07 3.70518362e-48]
[9.15239572e+07 3.70518362e-48]
[9.15239572e+07 3.70518362e-48]
[9.15239572e+07 3.70518362e-48]
[9.28251654e+07 3.79409980e-48]
[9.28251654e+07 3.79409980e-48]
[9.28251654e+07 3.79409980e-48]
[9.28251654e+07 3.79409980e-48]
[9.28251654e+07 3.79409980e-48]
[9.28251654e+07 3.79409980e-48]
[9.28251654e+07 3.79409980e-48]
[9.36483415e+07 3.79314740e-48]
[9.36483415e+07 3.79314740e-48]
[9.36483415e+07 3.79314740e-48]
[9.36483415e+07 3.79314740e-48]
[9.36483415e+07 3.79314740e-48]
[9.36483415e+07 3.79314740e-48]
[9.36483415e+07 3.79314740e-48]
[9.67317372e+07 3.82489462e-48]
[9.89612938e+07 3.80150304e-48]
[9.89612938e+07 3.80150304e-48]
[9.89612938e+07 3.80150304e-48]
[9.89612938e+07 3.80150304e-48]
[9.89612938e+07 3.80150304e-48]
[9.89612938e+07 3.80150304e-48]
[9.89612938e+07 3.80150304e-48]
[9.89612938e+07 3.80150304e-48]
[9.89612938e+07 3.80150304e-48]
[9.89612938e+07 3.80150304e-48]
[9.89612938e+07 3.80150304e-48]
[9.89612938e+07 3.80150304e-48]
[9.89612938e+07 3.80150304e-48]
[9.89612938e+07 3.80150304e-48]
[9.89612938e+07 3.80150304e-48]
[9.89612938e+07 3.80150304e-48]
[9.89612938e+07 3.80150304e-48]
[9.89612938e+07 3.80150304e-48]
[9.89612938e+07 3.80150304e-48]
[9.89612938e+07 3.80150304e-48]
[9.89612938e+07 3.80150304e-48]
[9.89612938e+07 3.80150304e-48]
[9.89612938e+07 3.80150304e-48]
[9.89612938e+07 3.80150304e-48]
[9.89612938e+07 3.80150304e-48]
[9.89612938e+07 3.80150304e-48]
[9.89612938e+07 3.80150304e-48]
[1.01030615e+08 3.90478764e-48]
[1.01030615e+08 3.90478764e-48]
[1.01030615e+08 3.90478764e-48]
[1.01030615e+08 3.90478764e-48]
[1.01030615e+08 3.90478764e-48]
[1.01030615e+08 3.90478764e-48]
[1.01030615e+08 3.90478764e-48]
[1.01030615e+08 3.90478764e-48]
[1.01030615e+08 3.90478764e-48]
[1.01030615e+08 3.90478764e-48]
[1.01030615e+08 3.90478764e-48]
[1.01030615e+08 3.90478764e-48]
[1.01030615e+08 3.90478764e-48]
[1.01030615e+08 3.90478764e-48]
[1.01030615e+08 3.90478764e-48]
[1.01030615e+08 3.90478764e-48]
[1.01030615e+08 3.90478764e-48]
[1.01030615e+08 3.90478764e-48]
[1.01030615e+08 3.90478764e-48]
[1.01030615e+08 3.90478764e-48]
[1.01030615e+08 3.90478764e-48]
[1.01030615e+08 3.90478764e-48]
[1.01030615e+08 3.90478764e-48]
[1.01030615e+08 3.90478764e-48]
[1.01030615e+08 3.90478764e-48]
[1.01030615e+08 3.90478764e-48]
[1.01030615e+08 3.90478764e-48]
[1.01030615e+08 3.90478764e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[1.00084080e+08 3.82649781e-48]
[9.94903821e+07 3.86584205e-48]
[9.94903821e+07 3.86584205e-48]
[9.94903821e+07 3.86584205e-48]
[9.94903821e+07 3.86584205e-48]
[9.94903821e+07 3.86584205e-48]
[9.94903821e+07 3.86584205e-48]
[9.94903821e+07 3.86584205e-48]
[9.94903821e+07 3.86584205e-48]
[1.00273060e+08 3.87514093e-48]
[1.00273060e+08 3.87514093e-48]
[1.00273060e+08 3.87514093e-48]
[1.00273060e+08 3.87514093e-48]
[1.00273060e+08 3.87514093e-48]
[1.00273060e+08 3.87514093e-48]
[1.00273060e+08 3.87514093e-48]
[1.00273060e+08 3.87514093e-48]
[1.00273060e+08 3.87514093e-48]
[1.00273060e+08 3.87514093e-48]
[1.00273060e+08 3.87514093e-48]
[1.00273060e+08 3.87514093e-48]
[1.00273060e+08 3.87514093e-48]
[1.00273060e+08 3.87514093e-48]
[1.00273060e+08 3.87514093e-48]
[1.00273060e+08 3.87514093e-48]
[9.74655066e+07 3.65590828e-48]
[9.74655066e+07 3.65590828e-48]
[9.74655066e+07 3.65590828e-48]
[9.74655066e+07 3.65590828e-48]
[9.74655066e+07 3.65590828e-48]
[9.74655066e+07 3.65590828e-48]
[9.74655066e+07 3.65590828e-48]
[9.74655066e+07 3.65590828e-48]
[9.81635671e+07 3.85606456e-48]
[9.81635671e+07 3.85606456e-48]
[9.81635671e+07 3.85606456e-48]
[9.81635671e+07 3.85606456e-48]
[9.81635671e+07 3.85606456e-48]
[9.81635671e+07 3.85606456e-48]
[9.81635671e+07 3.85606456e-48]
[9.81635671e+07 3.85606456e-48]
[9.81635671e+07 3.85606456e-48]
[9.81635671e+07 3.85606456e-48]
[9.81635671e+07 3.85606456e-48]
[9.81635671e+07 3.85606456e-48]
[9.81635671e+07 3.85606456e-48]
[9.81635671e+07 3.85606456e-48]
[9.81635671e+07 3.85606456e-48]
[9.81635671e+07 3.85606456e-48]
[9.81635671e+07 3.85606456e-48]
[9.81635671e+07 3.85606456e-48]
[9.81635671e+07 3.85606456e-48]
[9.81635671e+07 3.85606456e-48]
[9.81635671e+07 3.85606456e-48]
[9.81635671e+07 3.85606456e-48]
[9.81635671e+07 3.85606456e-48]
[9.46470827e+07 3.83083367e-48]
[9.46470827e+07 3.83083367e-48]
[9.46470827e+07 3.83083367e-48]
[9.46470827e+07 3.83083367e-48]
[9.46470827e+07 3.83083367e-48]
[9.46470827e+07 3.83083367e-48]
[9.46470827e+07 3.83083367e-48]
[9.46470827e+07 3.83083367e-48]
[9.46470827e+07 3.83083367e-48]
[9.46470827e+07 3.83083367e-48]
[9.46470827e+07 3.83083367e-48]
[9.46470827e+07 3.83083367e-48]
[9.51852721e+07 3.62444736e-48]
[9.51852721e+07 3.62444736e-48]
[9.51852721e+07 3.62444736e-48]
[9.51852721e+07 3.62444736e-48]
[9.51852721e+07 3.62444736e-48]
[9.51852721e+07 3.62444736e-48]
[9.51852721e+07 3.62444736e-48]
[9.51852721e+07 3.62444736e-48]
[9.51852721e+07 3.62444736e-48]
[9.51852721e+07 3.62444736e-48]
[9.51852721e+07 3.62444736e-48]
[9.70915496e+07 3.66058977e-48]
[9.70915496e+07 3.66058977e-48]
[9.70915496e+07 3.66058977e-48]
[9.70915496e+07 3.66058977e-48]
[9.70915496e+07 3.66058977e-48]
[9.70915496e+07 3.66058977e-48]
[1.00477910e+08 3.87363461e-48]
[1.00477910e+08 3.87363461e-48]
[1.00477910e+08 3.87363461e-48]
[1.00477910e+08 3.87363461e-48]
[1.00477910e+08 3.87363461e-48]
[1.00477910e+08 3.87363461e-48]
[1.00477910e+08 3.87363461e-48]
[1.00477910e+08 3.87363461e-48]
[1.00477910e+08 3.87363461e-48]
[1.00477910e+08 3.87363461e-48]
[1.00477910e+08 3.87363461e-48]
[1.00477910e+08 3.87363461e-48]
[1.00477910e+08 3.87363461e-48]
[1.00477910e+08 3.87363461e-48]
[1.00477910e+08 3.87363461e-48]
[1.00477910e+08 3.87363461e-48]
[1.00477910e+08 3.87363461e-48]
[1.00477910e+08 3.87363461e-48]
[1.00477910e+08 3.87363461e-48]
[1.00477910e+08 3.87363461e-48]
[1.00477910e+08 3.87363461e-48]
[1.00477910e+08 3.87363461e-48]
[1.00477910e+08 3.87363461e-48]
[1.00477910e+08 3.87363461e-48]
[9.97470132e+07 3.84428528e-48]
[9.97470132e+07 3.84428528e-48]
[1.00434330e+08 3.89609777e-48]
[1.00434330e+08 3.89609777e-48]
[1.00434330e+08 3.89609777e-48]
[1.00434330e+08 3.89609777e-48]
[1.00434330e+08 3.89609777e-48]
[1.00434330e+08 3.89609777e-48]
[1.00434330e+08 3.89609777e-48]
[1.00434330e+08 3.89609777e-48]
[1.00434330e+08 3.89609777e-48]
[1.00434330e+08 3.89609777e-48]
[1.00434330e+08 3.89609777e-48]
[1.00434330e+08 3.89609777e-48]
[1.00434330e+08 3.89609777e-48]
[1.00434330e+08 3.89609777e-48]
[1.00434330e+08 3.89609777e-48]
[1.00434330e+08 3.89609777e-48]
[1.00434330e+08 3.89609777e-48]
[1.00434330e+08 3.89609777e-48]
[1.00434330e+08 3.89609777e-48]
[1.00434330e+08 3.89609777e-48]
[1.00434330e+08 3.89609777e-48]
[1.00434330e+08 3.89609777e-48]
[1.00434330e+08 3.89609777e-48]
